,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,1484,1506,1510,1585,1589,1615,CSA-3-S-055,CSA-3-S-090,CSA-3-S-30,CSA-3-S-31
ENSG00000137812,204.6742891,-2.957422738,0.942845951,-3.136697712,0.001708622,0.015281734,KNL1,44.28405559,36.63089276,29.06112089,96.94048245,28.95765366,48.84802458,109.8351993,30.35768131,1127.611862,494.2159188
ENSG00000111247,66.39320643,-2.949679004,0.689453782,-4.278283883,1.88E-05,0.000735833,RAD51AP1,22.14202779,10.30243859,3.418955398,33.32329084,15.16829478,30.06032282,32.3724798,31.36960402,304.3093011,181.4653492
ENSG00000171236,11.70442621,-2.946800001,0.934961924,-3.151786104,0.001622751,0.014729419,LRG1,1.925393721,0,0,8.078373537,2.757871777,49.78740967,13.87391992,2.023845421,18.75879253,19.83865554
ENSG00000004939,5.538770746,-2.925010232,1.071365667,-2.730169841,0.00633017,0.037022244,SLC4A1,1.925393721,0,0,2.019593384,1.378935889,3.757540353,9.249279944,4.047690842,2.084310281,30.92496304
ENSG00000164109,68.37707209,-2.915143245,0.71730815,-4.064004075,4.82E-05,0.001392037,MAD2L1,4.813484303,10.30243859,10.2568662,35.34288423,22.06297422,25.36339738,46.24639972,22.26229963,335.5739553,171.5460214
ENSG00000108691,653.5038472,-2.914298146,0.390616369,-7.4607681,8.60E-14,2.33E-10,CCL2,183.8751004,95.01137809,153.8529929,266.5863267,75.15200593,911.2035355,1561.972151,1213.29533,581.5225685,1492.567084
ENSG00000123485,65.97255161,-2.908127162,1.047953478,-2.775053688,0.00551926,0.033846766,HJURP,5.776181164,2.289430797,25.64216549,29.28410407,15.16829478,38.51478861,28.90399983,6.071536262,317.8573179,190.2176972
ENSG00000104635,13230.25788,-2.889797712,0.53226498,-5.429246373,5.66E-08,1.10E-05,SLC39A14,2553.072074,2946.497436,740.2038438,5278.20731,4209.891268,5935.974372,63609.6105,8819.918344,16812.04673,21397.15698
ENSG00000168995,33.29283292,-2.882805447,0.863655742,-3.337910359,0.00084411,0.009406696,SIGLEC7,3.850787443,2.289430797,0,22.21552723,9.652551221,46.96925441,23.12319986,4.047690842,61.4871533,159.2927342
ENSG00000169508,857.6887874,-2.882691257,0.568002864,-5.075135076,3.87E-07,4.44E-05,GPR183,161.7330726,124.7739785,167.5288145,362.5170125,207.5298512,364.4814142,383.8451177,942.1000434,2357.354928,3505.023641
ENSG00000112799,63.00752702,-2.881189111,0.743506679,-3.875135479,0.000106565,0.002348258,LY86,11.55236233,0,6.837910797,51.4996313,16.54723066,83.60527285,39.30943976,50.59613552,139.6487888,230.4784981
ENSG00000162711,56.79288652,-2.880517006,0.603776732,-4.770831428,1.83E-06,0.000143925,NLRP3,21.17933093,9.157723189,0,32.31349415,10.34201917,58.24187547,80.93119951,93.09688936,62.52930844,200.137025
ENSG00000109674,16.13889874,-2.873733129,0.931502272,-3.085052196,0.002035164,0.01718266,NEIL3,4.813484303,0,0,16.15674707,5.515743555,7.515080705,17.3423999,4.047690842,55.23422245,50.76361858
ENSG00000138061,9338.316862,-2.848722585,0.44614634,-6.385175286,1.71E-10,1.34E-07,CYP1B1,3114.324344,1483.551157,683.7910797,5101.492889,2498.63183,14524.77223,13366.36568,6888.15789,27350.31951,18371.76201
ENSG00000100453,11.13297813,-2.848467343,0.896109408,-3.178704876,0.001479346,0.013851299,GZMB,4.813484303,0,0,2.019593384,5.515743555,39.4541737,15.03007991,2.023845421,15.63232711,26.84053396
ENSG00000092853,119.5857609,-2.835344044,0.721074435,-3.932110066,8.42E-05,0.001998395,CLSPN,21.17933093,12.59186939,41.02746478,56.54861476,16.54723066,90.18096846,53.18335968,17.20268608,580.4804133,306.9156709
ENSG00000238754,5.065152153,-2.829740695,0.932227154,-3.035462639,0.00240167,0.019170096,SCARNA18B,1.925393721,0,0,1.009796692,3.447339722,8.454465794,12.71775992,4.047690842,11.46370655,7.585368293
ENSG00000072274,2343.178106,-2.828047151,0.444187391,-6.366788454,1.93E-10,1.44E-07,TFRC,618.0513845,448.7284363,574.3845069,781.5826397,472.9750098,1103.777479,3641.903978,2219.146504,5647.438707,7923.792417
ENSG00000137193,1077.089144,-2.826470834,0.388392274,-7.277361128,3.40E-13,7.28E-10,PIM1,369.6755945,337.6910426,160.6909037,288.801854,155.1302875,1019.232821,3565.597418,1131.32959,1810.223479,1932.518445
ENSG00000142583,376.9977144,-2.821355162,0.942541854,-2.993347351,0.002759355,0.021129302,SLC2A5,75.09035513,138.5105632,3.418955398,213.067102,37.23126899,290.2699922,1788.579509,199.3487739,303.2671459,721.1934777
ENSG00000235700,5.892498147,-2.821278636,0.974873447,-2.893994748,0.003803745,0.026410288,CYCSP52,1.925393721,2.289430797,0,3.029390076,0,5.636310529,2.312319986,15.17884066,19.80094767,8.752348031
ENSG00000270722,14.48056297,-2.805639249,0.79706586,-3.519959127,0.000431613,0.006051925,LOC124904619,5.776181164,0,0,9.088170229,5.515743555,14.09077632,12.71775992,29.3457586,14.59017197,53.68106792
ENSG00000011422,632.0239626,-2.803579393,0.499006726,-5.618319849,1.93E-08,4.87E-06,PLAUR,121.2998044,187.7333254,184.6235915,194.8907616,84.11508921,352.2694081,1373.518072,308.6364267,843.1035087,2670.049639
ENSG00000232774,12.14406475,-2.79410891,0.78886765,-3.541923551,0.000397221,0.005734211,LINC03033,3.850787443,0,0,7.068576845,6.205211499,19.72708685,21.96703987,5.059613552,26.05387852,31.50845291
ENSG00000081041,185.2543734,-2.788160439,0.515098623,-5.412867198,6.20E-08,1.14E-05,CXCL2,24.06742152,18.31544638,114.5350058,40.39186769,31.0260575,125.8776018,217.3580787,181.1341652,214.683959,885.1541308
ENSG00000100644,6707.157314,-2.787628557,0.433081197,-6.436734205,1.22E-10,9.83E-08,HIF1A,1324.67088,1651.82432,724.8185445,3378.779732,1686.438592,4734.500844,15000.01975,7284.831592,12284.9248,19000.76408
ENSG00000207357,35.67610266,-2.786325171,0.734608289,-3.792940011,0.000148874,0.002948796,RNU6-2,12.51505919,0,0,43.42125776,11.72095505,9.393850882,27.74783983,159.8837882,59.40284301,32.67543265
ENSG00000129195,33.76034867,-2.783859003,0.704058987,-3.954013874,7.69E-05,0.001888645,PIMREG,19.25393721,4.578861595,0,12.11756031,13.78935889,11.27262106,84.39967949,10.1192271,116.7213757,65.35086529
ENSG00000170312,150.7844201,-2.768550226,0.910309236,-3.041329382,0.00235536,0.018911858,CDK1,38.50787443,13.73658478,44.44642018,79.77393868,19.30510244,30.06032282,89.02431946,52.61998094,733.677219,406.6924385
ENSG00000248323,247.5771779,-2.767937366,0.465603154,-5.944842389,2.77E-09,1.29E-06,LUCAT1,86.64271746,25.18373877,76.92649646,77.7543453,55.15743555,113.6655957,597.7347164,269.171441,476.2648993,697.2703931
ENSG00000271334,6.247911513,-2.731925571,0.794181185,-3.439927338,0.00058187,0.007309547,LINC02104,2.888090582,0,0,3.029390076,2.757871777,3.757540353,11.56159993,19.2265315,14.59017197,4.66791895
ENSG00000094804,110.5855092,-2.71729484,0.542860794,-5.005509465,5.57E-07,5.79E-05,CDC6,30.80629954,33.19674656,17.09477699,45.44085115,19.99457039,96.75666408,99.4297594,51.60805823,431.4522282,280.075137
ENSG00000276043,161.9699132,-2.716515688,0.547929792,-4.957780589,7.13E-07,7.13E-05,UHRF1,35.61978384,44.64390055,80.34545186,47.46044453,15.16829478,177.5437817,157.237759,53.63190365,552.3422245,455.7055875
ENSG00000171241,117.5697901,-2.712787077,0.696962895,-3.892297707,9.93E-05,0.002235734,SHCBP1,16.36584663,22.89430797,61.54119717,40.39186769,19.30510244,62.93880091,67.05727959,20.23845421,538.7942077,326.1708366
ENSG00000174371,39.66998426,-2.708362875,0.831492692,-3.257229921,0.001125053,0.011434647,EXO1,3.850787443,5.723576993,13.67582159,27.26451069,2.757871777,20.66647194,9.249279944,12.14307252,187.5879253,113.7805244
ENSG00000137331,738.3965611,-2.693731056,0.524257343,-5.138184699,2.77E-07,3.49E-05,IER3,266.6670304,437.2812823,141.886649,131.27357,56.53637144,366.3601844,1627.87327,1359.0122,728.4664433,2268.60861
ENSG00000073756,230.9979273,-2.687085577,0.476963255,-5.63373708,1.76E-08,4.57E-06,PTGS2,89.53080804,60.66991613,34.18955398,53.51922468,75.84147388,156.8773097,188.4540789,701.2624383,231.3584412,718.2760284
ENSG00000164733,16397.80323,-2.680811309,0.495459856,-5.410753824,6.28E-08,1.14E-05,CTSB,6038.03471,2054.764141,2659.9473,8339.91088,4984.853238,13891.62668,24557.99441,7264.593138,45724.55679,48461.75105
ENSG00000274736,18.61783663,-2.676148956,0.813836955,-3.288310934,0.001007905,0.010628099,CCL23,5.776181164,0,0,12.11756031,11.03148711,74.21142197,33.5286398,14.16691795,16.67448225,18.6716758
ENSG00000231507,9.192285708,-2.669821386,0.822220266,-3.247087791,0.001165924,0.011714257,LINC01353,0.962696861,2.289430797,1.709477699,2.019593384,4.136807666,0.939385088,38.15327977,17.20268608,14.59017197,9.919327768
ENSG00000168389,60.15938065,-2.668527676,0.540469403,-4.937425985,7.92E-07,7.71E-05,MFSD2A,19.25393721,16.02601558,30.77059859,9.088170229,9.652551221,59.18126055,241.6374385,39.4649857,65.65577386,110.8630751
ENSG00000162551,84.17506176,-2.663217983,1.016416744,-2.620202784,0.008787749,0.046554614,ALPL,19.25393721,17.17073098,0,41.40166438,13.09989094,72.33265179,64.74495961,27.32191318,87.54103181,498.8838377
ENSG00000237989,160.4186597,-2.6617401,0.677569396,-3.928365293,8.55E-05,0.002017364,LINC01679,10.58966547,61.81463153,54.70328637,16.15674707,45.50488433,16.90893159,387.3135977,596.0224764,304.3093011,110.8630751
ENSG00000277632,64.35360934,-2.660249265,0.714711577,-3.722129811,0.000197549,0.003571224,CCL3,26.9555121,2.289430797,23.93268779,28.27430738,4.82627561,54.48433511,9.249279944,159.8837882,254.2858543,79.35462214
ENSG00000236882,56.34039355,-2.660063085,0.565795133,-4.701459824,2.58E-06,0.000180332,LINC01554,28.88090582,16.02601558,0,22.21552723,13.78935889,66.69634126,117.9283193,29.3457586,164.6605122,103.8611966
ENSG00000111291,35.46433642,-2.6543093,0.704658792,-3.766800799,0.000165353,0.00316175,GPRC5D,14.44045291,6.868292392,3.418955398,18.17634046,4.82627561,13.15139123,194.2348788,10.1192271,42.72836076,46.6791895
ENSG00000275126,29.17436991,-2.652060104,0.886303044,-2.992272364,0.002769091,0.021182089,H4C13,0,2.289430797,0,34.33308753,17.92616655,20.66647194,30.06015982,16.19076337,117.7635309,52.51408818
ENSG00000199477,5.330777974,-2.642367944,1.013604076,-2.606903431,0.009136512,0.047799128,SNORA31,1.925393721,0,0,1.009796692,4.82627561,13.15139123,3.468479979,18.21460879,3.126465422,7.585368293
ENSG00000121152,63.40551935,-2.635836736,0.723094468,-3.645217674,0.000267166,0.004398578,NCAPH,8.664271746,6.868292392,44.44642018,19.18613715,12.410423,34.75724826,31.21631981,14.16691795,241.7799926,220.5591704
ENSG00000199753,6.733792119,-2.635695945,0.809671438,-3.25526605,0.001132862,0.011486603,SNORD104,1.925393721,1.144715399,0,5.048983461,1.378935889,9.393850882,18.49855989,9.107304393,6.252930844,14.58724672
ENSG00000187116,22.15431718,-2.634275435,0.808863876,-3.256759898,0.001126917,0.011449693,LILRA5,4.813484303,2.289430797,3.418955398,17.16654377,1.378935889,39.4541737,27.74783983,2.023845421,42.72836076,80.52160188
ENSG00000135919,3096.995065,-2.633517518,0.58617144,-4.492742802,7.03E-06,0.000369013,SERPINE2,968.4730418,797.8666329,287.1922535,1794.408722,556.4006311,1791.407363,14424.25207,945.1358115,3530.821616,5873.992508
ENSG00000134690,40.67988234,-2.632705624,0.745305205,-3.532385937,0.000411828,0.005854358,CDCA8,17.32854349,4.578861595,0,33.32329084,17.23669861,24.42401229,54.33951967,8.095381683,155.2811159,92.19139926
ENSG00000184731,13.25149167,-2.629751674,0.953958546,-2.756672902,0.005839273,0.035057075,FAM110C,3.850787443,2.289430797,0,8.078373537,6.205211499,0,20.81087987,7.083458973,37.51758506,46.6791895
ENSG00000161888,154.1034902,-2.627312656,0.555420644,-4.730311491,2.24E-06,0.000164259,SPC24,8.664271746,51.51219294,85.47388496,46.45064784,36.54180105,121.1806764,439.3407973,69.82266702,365.7964544,316.2515088
ENSG00000116285,3142.734366,-2.625996481,0.539965838,-4.863264109,1.15E-06,0.000102137,ERRFI1,898.196171,244.9690953,564.1276407,1138.040872,2122.182333,1051.171914,6192.392923,3606.49254,5400.447939,10209.32223
ENSG00000177575,7913.424868,-2.620947804,0.572459348,-4.578399866,4.69E-06,0.000276035,CD163,2761.977293,968.4292273,1005.172887,4751.093437,2794.413578,10960.74521,4795.751651,2745.346313,25640.14292,22711.17616
ENSG00000162692,1293.557538,-2.60936653,0.540609743,-4.82671014,1.39E-06,0.000115906,VCAM1,479.4230366,184.2991792,143.5961267,980.5125881,286.8186648,1234.352006,797.7503952,913.7662075,5490.073281,2424.983894
ENSG00000158869,355.9760113,-2.600235094,0.635375958,-4.092435452,4.27E-05,0.001286641,FCER1G,147.2926197,33.19674656,34.18955398,275.674497,95.83604426,335.3604765,225.4511986,143.6930249,1033.817899,1235.248052
ENSG00000068489,112.9623793,-2.598843241,0.656006906,-3.961609574,7.44E-05,0.001855553,PRR11,14.44045291,20.60487718,71.79806337,25.2449173,34.47339722,44.15109914,150.3007991,27.32191318,446.0424002,295.2458736
ENSG00000236520,27.30422924,-2.59768351,0.661278382,-3.928275262,8.56E-05,0.002017364,GPC6-AS1,8.664271746,9.157723189,0,10.09796692,11.03148711,61.99941582,36.99711978,7.083458973,90.66749723,37.3433516
ENSG00000249375,216.9049653,-2.589638617,0.463024077,-5.592881115,2.23E-08,5.40E-06,CASC11,53.9110242,64.10406232,20.51373239,82.80332876,86.18349304,286.5124519,877.5254347,343.0417988,129.2272374,225.2270893
ENSG00000142512,34.66507214,-2.58656715,0.611819896,-4.227661063,2.36E-05,0.000855301,SIGLEC10,9.626968606,4.578861595,15.38529929,14.13715369,5.515743555,65.75695617,27.74783983,10.1192271,111.5106,82.27207149
ENSG00000264014,11.59361445,-2.584856051,0.740148658,-3.492347141,0.000478796,0.006452484,MIR4253,1.925393721,2.289430797,0,9.088170229,2.757871777,30.06032282,8.093119951,10.1192271,27.09603366,24.50657449
ENSG00000123342,913.9099,-2.584357117,0.503520814,-5.132572571,2.86E-07,3.49E-05,MMP19,281.1074833,172.8520252,208.5562793,307.9879911,236.4875049,527.9344196,1232.466553,536.3190365,1251.628324,4383.759384
ENSG00000163661,138.8881578,-2.578889303,0.911097291,-2.830531194,0.004647078,0.03020702,PTX3,13.47775605,14.88130018,13.67582159,26.254714,68.25732649,763.7200767,54.33951967,18.21460879,160.4918917,255.5685625
ENSG00000183813,13.66557439,-2.572692259,0.793338582,-3.242867948,0.00118333,0.01185717,CCR4,1.925393721,2.289430797,0,8.078373537,6.894679443,42.27232897,2.312319986,20.23845421,28.1381888,24.50657449
ENSG00000278637,108.4270385,-2.570375007,0.623300438,-4.123813897,3.73E-05,0.001167211,H4C1,44.28405559,22.89430797,6.837910797,63.61719161,33.09446133,42.27232897,65.9011196,69.82266702,493.9815366,241.5648056
ENSG00000101057,56.47628114,-2.570135066,0.818408063,-3.140407802,0.001687128,0.015144019,MYBL2,8.664271746,6.868292392,41.02746478,22.21552723,5.515743555,25.36339738,24.27935985,4.047690842,207.388873,219.3921906
ENSG00000231181,9.958975384,-2.563554308,0.825387056,-3.105881402,0.001897128,0.016406551,RPL9P11,3.850787443,6.868292392,0,0,2.757871777,16.90893159,27.74783983,20.23845421,17.71663739,3.500939212
ENSG00000154734,6536.108585,-2.559044782,0.441577643,-5.795231768,6.82E-09,2.45E-06,ADAMTS1,1517.210252,1000.481258,2830.89507,2204.386179,1639.554772,8016.712342,27033.33296,8734.916836,5108.644499,7274.951683
ENSG00000199377,16.46969832,-2.55780737,0.872162133,-2.932720043,0.003360067,0.024199953,RNU5F-1,2.888090582,0,0,18.17634046,11.72095505,21.60585703,9.249279944,56.66767178,9.379396265,35.00939212
ENSG00000152292,5.10052484,-2.556803012,0.988253119,-2.587194478,0.009676096,0.049682635,SH2D6,1.925393721,0,0,5.048983461,1.378935889,9.393850882,18.49855989,4.047690842,3.126465422,7.585368293
ENSG00000169258,21.39089366,-2.555292041,0.658216933,-3.882142667,0.00010354,0.002298236,GPRIN1,7.701574885,11.44715399,0,7.068576845,4.136807666,34.75724826,46.24639972,8.095381683,68.78223928,25.67355422
ENSG00000147872,1542.272287,-2.549795608,0.569302974,-4.478802548,7.51E-06,0.000388764,PLIN2,461.1317962,310.217873,282.0638204,739.1711787,555.7111631,790.0228591,1002.390714,644.5947665,6144.546709,4492.871989
ENSG00000121966,793.4562124,-2.549465684,0.935684213,-2.724707385,0.00643585,0.037420067,CXCR4,49.09753989,65.24877772,206.8468016,426.1342041,210.287723,527.9344196,144.5199991,399.7094706,1408.99375,4495.789438
ENSG00000134061,137.3277285,-2.547117586,0.943419043,-2.699879343,0.006936463,0.039408415,CD180,60.64990222,4.578861595,27.35164319,71.69556514,47.57328816,165.3317755,18.49855989,54.64382636,405.3983497,517.5555135
ENSG00000122861,1134.930807,-2.536869035,0.450307047,-5.633642763,1.76E-08,4.57E-06,PLAU,320.5780546,301.0601498,275.2259096,577.6037079,182.0195373,1993.375157,1801.297269,431.0790746,2798.186553,2668.882659
ENSG00000144655,2216.840683,-2.535572572,0.479488282,-5.288080373,1.24E-07,1.85E-05,CSRNP1,289.7717551,641.0406232,994.9160209,652.3286631,543.9902081,1000.445119,6299.915802,6699.940265,2060.340713,2985.717658
ENSG00000248187,11.38024357,-2.532398551,0.907334204,-2.791031726,0.005254032,0.032809498,LOC124900778,7.701574885,0,0,12.11756031,2.757871777,5.636310529,23.12319986,2.023845421,45.85482619,14.58724672
ENSG00000284753,9.175629554,-2.531497636,0.702864248,-3.601687871,0.000316158,0.004939552,EEF1AKMT4,1.925393721,2.289430797,0,5.048983461,4.136807666,16.90893159,25.43551985,7.083458973,16.67448225,12.25328724
ENSG00000129173,21.82909409,-2.530709143,0.871836057,-2.902735121,0.003699194,0.026007774,E2F8,3.850787443,6.868292392,0,17.16654377,4.136807666,19.72708685,6.936959958,4.047690842,75.03517012,80.52160188
ENSG00000163584,241.7698964,-2.528498143,0.46337775,-5.456667139,4.85E-08,1.01E-05,RPL22L1,92.41889862,28.61788497,20.51373239,160.5576741,128.2410376,198.2102536,402.3436776,213.5156919,658.6420489,514.6380642
ENSG00000169715,5598.814809,-2.51630068,0.484599274,-5.192539101,2.07E-07,2.77E-05,MT1E,753.7916419,1885.346262,410.2746478,3278.809859,2107.014038,3076.486164,14297.07447,11544.01428,7503.517012,11131.81972
ENSG00000167851,112.8297072,-2.508998482,0.62039209,-4.044214174,5.25E-05,0.001473472,CD300A,29.84360268,9.157723189,46.15589788,58.56820814,15.16829478,180.3619369,40.46559976,52.61998094,303.2671459,392.6886816
ENSG00000124610,83.52844397,-2.508224564,0.700476613,-3.580739912,0.000342623,0.005198215,H1-1,21.17933093,22.89430797,23.93268779,34.33308753,22.75244216,13.15139123,27.74783983,50.59613552,363.7121441,254.9850726
ENSG00000236094,22.62727492,-2.508016809,0.696578039,-3.600482169,0.000317628,0.004957319,LINC00545,5.776181164,9.157723189,0,4.039186769,13.78935889,8.454465794,38.15327977,27.32191318,34.39111964,85.18952083
ENSG00000197249,2085.084002,-2.50282369,0.911497546,-2.745837004,0.006035674,0.035810202,SERPINA1,308.0629954,286.1788497,1030.815053,210.037712,1215.531986,587.1156801,10719.91546,801.4427866,1268.302806,4423.436695
ENSG00000258667,1783.151567,-2.502717916,0.348010627,-7.191498547,6.41E-13,1.12E-09,HIF1A-AS3,561.2522698,558.6211145,321.3818075,801.7785736,455.7383112,1430.683489,3095.040301,2594.569829,3161.898697,4850.551279
ENSG00000103241,102.6995364,-2.499229159,0.555984626,-4.495140764,6.95E-06,0.000367363,FOXF1,20.21663407,48.07804674,20.51373239,26.254714,15.16829478,45.09048423,447.4339173,193.2772377,153.1968057,57.765497
ENSG00000177464,101.2098633,-2.498711487,0.672321347,-3.716543431,0.000201967,0.003615997,GPR4,25.03011838,41.20975435,0,63.61719161,26.19978189,223.573651,373.4396777,56.66767178,73.99301498,128.3677711
ENSG00000188042,659.7530172,-2.495772148,0.548115194,-4.553371579,5.28E-06,0.000300335,ARL4C,163.6584663,114.4715399,102.568662,543.2706204,154.4408195,305.3001537,426.6230374,900.6112122,2085.352436,1801.233225
ENSG00000226925,242.3189447,-2.493312844,0.535663668,-4.654623772,3.25E-06,0.000210656,IL1R1-AS1,69.31417397,49.22276214,5.128433098,163.5870641,144.7882683,220.7554957,452.0585573,238.8137597,530.4569666,549.0639665
ENSG00000289070,9.236758189,-2.485215543,0.734435636,-3.383843896,0.000714786,0.008385588,LOC107985074,2.888090582,2.289430797,0,4.039186769,4.82627561,7.515080705,13.87391992,7.083458973,27.09603366,22.75610488
